"expo","outcome","mean","low95ci","up95ci"
"K31","H02",-0.00568,-0.0082,-0.00316
"K31","H25",-0.01644,-0.02094,-0.01194
"K31","H26",-0.0267,-0.03144,-0.02196
"K31","H33",-0.00543,-0.00731,-0.00355
"K31","H35",-0.00463,-0.00791,-0.00135
"K31","H36",-0.00117,-0.00333,0.00099
"K31","H40",-0.00837,-0.01164,-0.0051
"K31","H52",-0.00373,-0.00657,-0.00089
"K31","H53",-0.00332,-0.00573,-9e-04
"K31","H91",0.00424,0.00024,0.00825
"K31","I08",0.0035,-1e-05,0.00701
"K31","I10",-0.0036,-0.01896,0.01176
"K31","I20",-0.0164,-0.02172,-0.01109
"K31","I21",-0.01494,-0.01895,-0.01093
"K31","I24",-0.00228,-0.00469,0.00012
"K31","I25",-0.02642,-0.03411,-0.01874
"K31","I26",0.00509,0.00119,0.009
"K31","I34",-0.00219,-0.00471,0.00034
"K31","I35",0.00168,-0.00181,0.00517
"K31","I44",-0.00466,-0.00842,-9e-04
"K31","I45",-0.00268,-0.00577,0.00041
"K31","I47",-0.00233,-0.00495,0.00029
"K31","I48",-0.01975,-0.02601,-0.01349
"K31","I49",-0.00105,-0.00433,0.00223
"K31","I50",0.00101,-0.00396,0.00597
"K31","I51",-0.00049,-0.00537,0.0044
"K31","I63",-0.00474,-0.00815,-0.00133
"K31","I67",0.00142,-0.00243,0.00526
"K31","I70",-0.00207,-0.00398,-0.00016
"K31","I71",-0.00251,-0.00493,-1e-04
"K31","I73",-0.00056,-0.00388,0.00276
"K31","I80",-0.00066,-0.00379,0.00248
"K31","I83",-0.00504,-0.00747,-0.0026
"K31","I84",-0.01223,-0.01708,-0.00737
"K31","I95",0.02326,0.017,0.02952
"K31","J18",0.01987,0.01274,0.02701
"K31","J22",-0.00168,-0.00594,0.00258
"K31","J33",-0.00284,-0.00452,-0.00116
"K31","J34",-0.0051,-0.00707,-0.00314
"K31","J43",0.00064,-0.00203,0.00331
"K31","J44",0.00118,-0.00423,0.00659
"K31","J45",-0.01071,-0.01688,-0.00454
"K31","J47",-5e-05,-0.00253,0.00244
"K31","J90",0.01168,0.00618,0.01717
"K31","J96",0.00617,0.00198,0.01037
"K31","J98",0.00867,0.00379,0.01354
"K31","K02",-0.00368,-0.00561,-0.00175
"K31","K13",-0.00414,-0.0055,-0.00278
"K31","K20",0.08267,0.0734,0.09194
"K31","K21",0.16617,0.15234,0.18
"K31","K22",0.1493,0.13735,0.16125
"K31","K25",0.04462,0.03809,0.05114
"K31","K26",0.02642,0.02118,0.03167
"K31","K29",0.34515,0.32915,0.36115
"K31","K30",0.01898,0.01367,0.02429
"K31","K40",-0.02484,-0.03046,-0.01922
"K31","K42",-0.00503,-0.00746,-0.00261
"K31","K43",0.00151,-0.00125,0.00428
"K31","K44",0.26667,0.25157,0.28177
"K31","K51",-0.00145,-0.0035,0.00059
"K31","K52",-0.00348,-0.00762,0.00066
"K31","K56",0.01431,0.00946,0.01916
"K31","K57",0.04358,0.03325,0.05391
"K31","K58",0.00727,0.00348,0.01107
"K31","K59",0.01618,0.00945,0.02292
"K31","K60",-0.00297,-0.00457,-0.00137
"K31","K62",0.00717,-7e-05,0.0144
"K31","K63",0.03465,0.02594,0.04335
"K31","K64",0.02361,0.01696,0.03026
"K31","K66",0.01213,0.00783,0.01643
"K31","K76",0.07154,0.06313,0.07995
"K31","K80",0.01278,0.00732,0.01824
"K31","K92",0.03732,0.02966,0.04497
"K31","L02",-0.00157,-0.0035,0.00036
"K31","L03",-0.00086,-0.00511,0.0034
"K31","L30",-0.0021,-0.00414,-5e-05
"K31","L40",-0.00143,-0.00383,0.00098
"K31","L57",-0.00481,-0.007,-0.00262
"K31","L72",-0.00624,-0.00827,-0.00421
"K31","L82",-0.00377,-0.00573,-0.00181
"K31","L89",0.00701,0.00356,0.01046
"K31","L98",-0.00407,-0.00706,-0.00109
"K31","M06",-0.00112,-0.00353,0.00129
"K31","M10",-0.00282,-0.00732,0.00168
"K31","M13",-0.00162,-0.00703,0.0038
"K31","M15",-0.00191,-0.00483,0.00102
"K31","M16",-0.01731,-0.02042,-0.01419
"K31","M17",-0.0243,-0.02974,-0.01887
"K31","M19",-0.00439,-0.01051,0.00174
"K31","M20",-0.00482,-0.00598,-0.00365
"K31","M23",-0.01948,-0.02237,-0.01658
"K31","M25",-0.00574,-0.01055,-0.00093
"K31","M47",0.00106,-0.0036,0.00571
"K31","M48",-0.00436,-0.00765,-0.00107
"K31","M51",-0.00816,-0.01125,-0.00506
"K31","M54",-0.00913,-0.01417,-0.0041
"K31","M65",-0.00625,-0.00838,-0.00413
"K31","M72",-0.00945,-0.01138,-0.00752
"K31","M75",-0.01419,-0.01648,-0.0119
"K31","M79",-0.00151,-0.00624,0.00321
"K31","M81",0.00468,0.00152,0.00784
"K31","N13",1e-04,-0.00318,0.00338
"K31","N17",0.02712,0.01968,0.03456
"K31","N18",0.01406,0.00819,0.01994
"K31","N20",-0.0016,-0.00485,0.00166
"K31","N28",0.00772,0.00374,0.01171
"K31","N32",-0.01055,-0.01435,-0.00674
"K31","N35",-0.00222,-0.00479,0.00034
"K31","N39",-0.00162,-0.00719,0.00395
"K31","N40",-0.00657,-0.01429,0.00115
"K31","N41",-0.00369,-0.00563,-0.00174
"K31","N42",-0.00361,-0.00533,-0.00189
"K31","N43",-0.00284,-0.00441,-0.00126
"K31","N47",-0.00483,-0.0069,-0.00277
"K31","N48",-0.00357,-0.00592,-0.00121
"K31","N50",-0.0033,-0.00554,-0.00105
"K31","U07",0.00439,0.00112,0.00767
"K40","A04",-0.00085,-0.00222,0.00051
"K40","A09",-0.00107,-0.00467,0.00254
"K40","A41",-0.00042,-0.00393,0.00309
"K40","B37",-0.00222,-0.00403,-0.00042
"K40","B95",-0.00332,-0.00551,-0.00114
"K40","B96",-0.00236,-0.00572,0.001
"K40","C18",-0.00478,-0.00628,-0.00328
"K40","C34",-0.00301,-0.00541,-6e-04
"K40","C44",-0.0129,-0.01586,-0.00994
"K40","C61",-0.0143,-0.01751,-0.01109
"K40","C67",-0.00423,-0.00566,-0.00279
"K40","C77",-0.00388,-0.00677,-0.00099
"K40","C78",-0.00621,-0.00862,-0.0038
"K40","C79",-0.00647,-0.00858,-0.00437
"K40","D12",-0.01981,-0.02346,-0.01617
"K40","D17",0.08101,0.07513,0.08688
"K40","D22",-0.00291,-0.00401,-0.00182
"K40","D23",-0.00259,-0.0036,-0.00158
"K40","D50",-0.00673,-0.01034,-0.00312
"K40","D64",-0.00723,-0.01105,-0.00342
"K40","D69",-0.00231,-0.00403,-6e-04
"K40","D70",-0.00282,-0.00453,-0.0011
"K40","E03",-0.00299,-0.00544,-0.00054
"K40","E10",-0.00443,-0.00551,-0.00336
"K40","E11",-0.01276,-0.01862,-0.0069
"K40","E14",-0.00386,-0.00594,-0.00178
"K40","E66",0.01645,0.01039,0.02251
"K40","E78",-0.00793,-0.01522,-0.00065
"K40","E83",-9e-04,-0.00338,0.00158
"K40","E86",-0.00038,-0.00349,0.00272
"K40","E87",-0.00193,-0.00593,0.00206
"K40","F05",0.00455,0.0017,0.0074
"K40","F10",-0.00659,-0.00919,-0.00399
"K40","F17",0.01176,0.00672,0.0168
"K40","F32",0.00186,-0.00231,0.00603
"K40","F41",0.00853,0.00462,0.01244
"K40","G40",-0.00214,-0.00395,-0.00033
"K40","G45",-0.00162,-0.00328,4e-05
"K40","G47",-0.00403,-0.00757,-0.00049
"K40","G55",-0.00422,-0.00605,-0.00239
"K40","G56",-0.00501,-0.0072,-0.00283
"K40","G81",-0.00159,-0.00338,2e-04
"K40","H02",-0.0049,-0.00663,-0.00316
"K40","H25",-0.01303,-0.01631,-0.00975
"K40","H26",-0.01823,-0.02202,-0.01444
"K40","H33",-0.00419,-0.0055,-0.00288
"K40","H35",-0.00476,-0.00686,-0.00265
"K40","H36",-0.00144,-0.00357,0.00069
"K40","H40",-0.00521,-0.00774,-0.00268
"K40","H52",-0.00349,-0.0054,-0.00158
"K40","H53",-0.00286,-0.0049,-0.00081
"K40","H91",0.00603,0.00295,0.00912
"K40","I08",0.00183,-0.00074,0.00441
"K40","I10",0.01437,0.00486,0.02388
"K40","I20",-0.01837,-0.02198,-0.01475
"K40","I21",-0.0104,-0.01348,-0.00732
"K40","I24",-0.00242,-0.00419,-0.00066
"K40","I25",-0.0218,-0.02743,-0.01616
"K40","I26",-0.00304,-0.00525,-0.00082
"K40","I34",-0.00112,-0.00314,9e-04
"K40","I35",-0.00104,-0.00348,0.00139
"K40","I44",-0.00248,-0.00615,0.00119
"K40","I45",-0.00122,-0.00354,0.0011
"K40","I47",-0.00313,-0.00485,-0.00141
"K40","I48",-0.01079,-0.01556,-0.00602
"K40","I49",-0.00066,-0.00311,0.00179
"K40","I50",-0.0049,-0.00827,-0.00154
"K40","I51",-0.00229,-0.00593,0.00135
"K40","I63",-0.00584,-0.00829,-0.0034
"K40","I67",0.00128,-0.00214,0.0047
"K40","I70",-0.00083,-0.00237,7e-04
"K40","I71",-0.00034,-0.00222,0.00154
"K40","I73",-0.00127,-0.0038,0.00127
"K40","I80",-0.00404,-0.00569,-0.0024
"K40","I83",-0.00109,-0.00317,0.00098
"K40","I84",-0.02204,-0.02443,-0.01966
"K40","I95",3e-05,-0.00348,0.00355
"K40","J18",-0.0075,-0.0121,-0.00291
"K40","J22",-0.00785,-0.01077,-0.00492
"K40","J33",-0.00211,-0.00339,-0.00082
"K40","J34",-0.00485,-0.00617,-0.00353
"K40","J43",-0.00082,-0.00247,0.00084
"K40","J44",-0.00229,-0.00588,0.00129
"K40","J45",0.00129,-0.00383,0.00641
"K40","J47",0.00032,-0.00129,0.00194
"K40","J90",-0.00092,-0.0046,0.00276
"K40","J96",-0.00257,-0.00521,7e-05
"K40","J98",0.00447,0.00118,0.00776
"K40","K02",-0.00291,-0.00441,-0.00142
"K40","K13",-0.00306,-0.00431,-0.0018
"K40","K20",-0.0078,-0.01003,-0.00558
"K40","K21",0.00469,-0.00097,0.01035
"K40","K22",-0.00724,-0.01037,-0.00412
"K40","K25",-0.00437,-0.00597,-0.00276
"K40","K26",-0.00396,-0.00534,-0.00259
"K40","K29",-0.02472,-0.02919,-0.02025
"K40","K30",-0.00636,-0.00826,-0.00447
"K40","K31",-0.00723,-0.00979,-0.00466
"K40","K42",0.02735,0.02298,0.03172
"K40","K43",0.0061,0.0039,0.0083
"K40","K44",-0.00566,-0.01088,-0.00043
"K40","K51",-0.00254,-0.00367,-0.00142
"K40","K52",-0.01065,-0.0131,-0.00819
"K40","K56",0.00163,-7e-04,0.00396
"K40","K57",-0.01369,-0.01933,-0.00804
"K40","K58",0.00357,0.00124,0.00589
"K40","K59",0.00207,-0.00238,0.00651
"K40","K60",-0.00261,-0.00386,-0.00135
"K40","K62",-0.01903,-0.02277,-0.01529
"K40","K63",-0.01939,-0.02359,-0.01519
"K40","K64",0.00133,-0.00242,0.00508
"K40","K66",0.01517,0.01201,0.01834
"K40","K76",-0.00131,-0.00415,0.00153
"K40","K80",0.00056,-0.00277,0.00389
"K40","K92",-0.01132,-0.01469,-0.00796
"K40","L02",-0.00191,-0.00333,-0.00049
"K40","L03",-0.00456,-0.00767,-0.00145
"K40","L30",0.00237,0.00038,0.00435
"K40","L40",5e-05,-0.00198,0.00208
"K40","L57",-0.00297,-0.00445,-0.0015
"K40","L72",-0.00414,-0.00575,-0.00252
"K40","L82",-0.00305,-0.00437,-0.00174
"K40","L89",0.00016,-0.00204,0.00236
"K40","L98",-0.00376,-0.0059,-0.00163
"K40","M06",0.00068,-0.00199,0.00335
"K40","M10",-0.00237,-0.00602,0.00128
"K40","M13",0.00514,7e-04,0.00959
"K40","M15",0.00213,-0.00018,0.00444
"K40","M16",-0.00154,-0.00498,0.00189
"K40","M17",-0.01239,-0.01712,-0.00766
"K40","M19",0.00884,0.00398,0.0137
"K40","M20",-0.00256,-0.00383,-0.0013
"K40","M23",-0.01668,-0.01882,-0.01454
"K40","M25",-0.00656,-0.00985,-0.00328
"K40","M47",0.00437,0.00042,0.00831
"K40","M48",-0.00456,-0.00674,-0.00238
"K40","M51",-0.00411,-0.00704,-0.00118
"K40","M54",-0.00277,-0.00666,0.00112
"K40","M65",-0.00431,-0.00604,-0.00258
"K40","M72",-0.00651,-0.00818,-0.00485
"K40","M75",-0.00947,-0.01173,-0.00721
"K40","M79",-0.00632,-0.00968,-0.00297
"K40","M81",-0.00082,-0.0025,0.00086
"K40","N13",-0.0014,-0.00363,0.00083
"K40","N17",-0.00352,-0.00774,0.00069
"K40","N18",0.00237,-0.0017,0.00644
"K40","N20",-0.00247,-0.00494,-1e-05
"K40","N28",0.00649,0.00351,0.00946
"K40","N32",-0.00513,-0.00827,-0.00199
"K40","N35",-0.00234,-0.004,-0.00067
"K40","N39",-0.00935,-0.01316,-0.00554
"K40","N40",0.00836,0.00269,0.01402
"K40","N41",-0.00173,-0.00325,-0.00021
"K40","N42",-0.00159,-0.00307,-1e-04
"K40","N43",0.00653,0.00434,0.00872
"K40","N47",-0.0041,-0.00558,-0.00263
"K40","N48",-0.00406,-0.00564,-0.00248
"K40","N50",0.00542,0.00294,0.00789
"K40","U07",0.00223,-0.00025,0.00471
"K42","A04",-0.00158,-0.00376,0.00061
"K42","A09",-0.00227,-0.00878,0.00425
"K42","A41",0.01908,0.00968,0.02847
"K42","B37",0.0023,-0.00197,0.00656
"K42","B95",0.0046,-0.00074,0.00994
"K42","B96",0.01586,0.00808,0.02365
"K42","C18",-0.00305,-0.00643,0.00033
"K42","C34",-0.0017,-0.0053,0.0019
"K42","C44",-0.0164,-0.02312,-0.00968
"K42","C61",-0.0058,-0.01428,0.00268
"K42","C67",-0.00267,-0.0061,0.00076
"K42","C77",0.00361,-0.00281,0.01003
"K42","C78",0.00118,-0.00569,0.00806
"K42","C79",0.00339,-0.00343,0.01021
"K42","D12",-0.00928,-0.0179,-0.00066
"K42","D17",0.01139,0.00547,0.0173
"K42","D22",0.00066,-0.00277,0.00409
"K42","D23",0.00041,-0.00228,0.0031
"K42","D50",-0.00281,-0.00971,0.00409
"K42","D64",0.00411,-0.00464,0.01286
"K42","D69",-0.00018,-0.00388,0.00352
"K42","D70",5e-05,-0.00416,0.00425
"K42","E03",-0.00068,-0.00576,0.00441
"K42","E10",-0.00247,-0.00438,-0.00056
"K42","E11",-0.00396,-0.01309,0.00516
"K42","E14",-0.00556,-0.008,-0.00313
"K42","E66",0.06132,0.04992,0.07271
"K42","E78",0.01104,-0.00392,0.02601
"K42","E83",0.00976,0.00279,0.01673
"K42","E86",0.00632,0.00021,0.01243
"K42","E87",0.01936,0.00989,0.02884
"K42","F05",0.00542,-0.00091,0.01176
"K42","F10",0.00206,-0.00424,0.00837
"K42","F17",0.00767,-0.00084,0.01619
"K42","F32",0.00538,-0.00203,0.01278
"K42","F41",0.01046,0.0033,0.01762
"K42","G40",-0.00146,-0.00491,0.00199
"K42","G45",-0.00427,-0.00678,-0.00176
"K42","G47",0.00866,0.0026,0.01471
"K42","G55",-0.00575,-0.00886,-0.00264
"K42","G56",-0.00386,-0.00902,0.0013
"K42","G81",-3e-05,-0.00472,0.00466
"K42","H02",-0.00472,-0.00807,-0.00136
"K42","H25",-0.01576,-0.02219,-0.00932
"K42","H26",-0.0208,-0.02839,-0.0132
"K42","H33",-0.00305,-0.00592,-0.00018
"K42","H35",-0.0034,-0.00783,0.00103
"K42","H36",-0.00309,-0.00545,-0.00074
"K42","H40",-0.00541,-0.01014,-0.00068
"K42","H52",-0.00487,-0.00851,-0.00122
"K42","H53",-0.00717,-0.00993,-0.00441
"K42","H91",0.00815,0.00122,0.01508
"K42","I08",0.00381,-0.0017,0.00932
"K42","I10",0.05026,0.02979,0.07072
"K42","I20",-0.01703,-0.0241,-0.00996
"K42","I21",-0.01482,-0.01958,-0.01007
"K42","I24",-0.0026,-0.00562,0.00042
"K42","I25",-0.02711,-0.03707,-0.01714
"K42","I26",0.00406,-0.00153,0.00965
"K42","I34",0.00154,-0.00271,0.0058
"K42","I35",0.0024,-0.00261,0.00741
"K42","I44",-0.00302,-0.00871,0.00267
"K42","I45",0.00341,-0.00195,0.00877
"K42","I47",-0.00099,-0.00508,0.0031
"K42","I48",-0.00736,-0.01906,0.00434
"K42","I49",0.00152,-0.00457,0.00761
"K42","I50",0.00132,-0.00585,0.00849
"K42","I51",0.00451,-0.00267,0.01169
"K42","I63",-0.00563,-0.01008,-0.00117
"K42","I67",-0.0029,-0.00727,0.00148
"K42","I70",0.00252,-0.00138,0.00641
"K42","I71",0.00559,0.00079,0.01038
"K42","I73",0.00058,-0.00435,0.00551
"K42","I80",0.00029,-0.0043,0.00489
"K42","I83",-0.00026,-0.00471,0.00418
"K42","I84",-0.02101,-0.0257,-0.01632
"K42","I95",0.00895,0.00105,0.01685
"K42","J18",0.01438,0.00406,0.0247
"K42","J22",-0.00604,-0.01166,-0.00041
"K42","J33",-0.00256,-0.00473,-0.00039
"K42","J34",-0.00306,-0.00599,-0.00014
"K42","J43",0.00435,-1e-05,0.00872
"K42","J44",0.00488,-0.00267,0.01243
"K42","J45",0.01256,0.00251,0.02262
"K42","J47",0.0034,-0.00111,0.00792
"K42","J90",0.01088,0.00362,0.01814
"K42","J96",0.00557,-0.00019,0.01133
"K42","J98",0.01852,0.01006,0.02699
"K42","K02",-0.00461,-0.00663,-0.0026
"K42","K13",-0.00278,-0.00481,-0.00074
"K42","K20",-0.0112,-0.01522,-0.00717
"K42","K21",0.00891,-0.00206,0.01989
"K42","K22",-0.01774,-0.02201,-0.01347
"K42","K25",-0.00223,-0.00584,0.00137
"K42","K26",-0.0037,-0.0064,-0.001
"K42","K29",-0.02573,-0.03406,-0.01741
"K42","K30",-0.00676,-0.0099,-0.00363
"K42","K31",-0.00535,-0.01046,-0.00024
"K42","K40",0.1219,0.10605,0.13776
"K42","K43",0.04639,0.03753,0.05524
"K42","K44",-0.00544,-0.01497,0.00408
"K42","K51",-0.00258,-0.00474,-0.00043
"K42","K52",-0.00738,-0.01237,-0.00239
"K42","K56",0.01126,0.00523,0.01728
"K42","K57",0.01361,0.00059,0.02664
"K42","K58",0.00311,-0.00092,0.00713
"K42","K59",0.02051,0.01053,0.0305
"K42","K60",-0.00336,-0.00509,-0.00163
"K42","K62",-0.01768,-0.02497,-0.01039
"K42","K63",-0.00876,-0.01792,4e-04
"K42","K64",0.00732,-8e-04,0.01545
"K42","K66",0.03527,0.02692,0.04363
"K42","K76",0.01542,0.00873,0.02211
"K42","K80",0.0288,0.02025,0.03736
"K42","K92",0.00065,-0.00687,0.00817
"K42","L02",-0.00275,-0.0047,-8e-04
"K42","L03",0.00362,-0.00235,0.00959
"K42","L30",0.00354,-0.00081,0.00789
"K42","L40",0.00278,-0.0017,0.00726
"K42","L57",-0.00208,-0.00629,0.00213
"K42","L72",-0.00625,-0.00866,-0.00383
"K42","L82",0.00065,-0.00332,0.00463
"K42","L89",0.0085,0.00282,0.01418
"K42","L98",-0.00192,-0.00685,0.003
"K42","M06",-0.00083,-0.00397,0.00231
"K42","M10",0.0024,-0.0041,0.0089
"K42","M13",0.01292,0.0041,0.02174
"K42","M15",-0.0014,-0.00498,0.00219
"K42","M16",-0.00817,-0.01471,-0.00163
"K42","M17",-0.01757,-0.02471,-0.01044
"K42","M19",-3e-04,-0.00897,0.00837
"K42","M20",-0.00368,-0.00562,-0.00174
"K42","M23",-0.01412,-0.01818,-0.01005
"K42","M25",-0.00371,-0.011,0.00359
"K42","M47",0.00585,-0.00091,0.0126
"K42","M48",-0.00073,-0.00677,0.00531
"K42","M51",-0.0032,-0.00799,0.00159
"K42","M54",-0.00598,-0.01277,0.00081
"K42","M65",-0.00232,-0.00549,0.00084
"K42","M72",-0.00791,-0.01098,-0.00483
"K42","M75",-0.00904,-0.01291,-0.00516
"K42","M79",2e-05,-0.00632,0.00636
"K42","M81",0.00058,-0.00461,0.00577
"K42","N13",0.00041,-0.00384,0.00466
"K42","N17",0.01733,0.00761,0.02705
"K42","N18",0.01074,0.0023,0.01919
"K42","N20",0.00112,-0.00348,0.00571
"K42","N28",0.01174,0.00561,0.01786
"K42","N32",-0.00519,-0.01149,0.0011
"K42","N35",-0.00187,-0.00678,0.00304
"K42","N39",0.00876,-0.00032,0.01784
"K42","N40",0.01916,0.00643,0.0319
"K42","N41",-0.00456,-0.00677,-0.00234
"K42","N42",-0.00117,-0.00437,0.00202
"K42","N43",-0.00173,-0.0042,0.00073
"K42","N47",-0.00067,-0.00445,0.00311
"K42","N48",-0.00322,-0.00622,-0.00022
"K42","N50",0.00089,-0.00317,0.00495
"K42","U07",0.00918,0.00427,0.01409
"K43","A04",0.00719,0.00171,0.01268
"K43","A09",0.01619,0.0048,0.02758
"K43","A41",0.01739,0.00752,0.02725
"K43","B37",0.00281,-0.0023,0.00791
"K43","B95",0.01098,0.00319,0.01877
"K43","B96",0.00792,-5e-04,0.01633
"K43","C18",0.00346,-0.00242,0.00934
"K43","C34",-0.00094,-0.00505,0.00318
"K43","C44",-0.01369,-0.02199,-0.0054
"K43","C61",-0.0092,-0.0191,7e-04
"K43","C67",-0.00374,-0.00677,-0.00071
"K43","C77",0.00875,0.00103,0.01647
"K43","C78",0.02975,0.01891,0.0406
"K43","C79",0.02348,0.01351,0.03345
"K43","D12",-0.01334,-0.02347,-0.0032
"K43","D17",0.00579,-9e-04,0.01247
"K43","D22",-0.0027,-0.00584,0.00044
"K43","D23",-0.00053,-0.00363,0.00257
"K43","D50",0.00643,-0.00339,0.01625
"K43","D64",0.00743,-0.00383,0.0187
"K43","D69",0.00189,-0.00271,0.00649
"K43","D70",-0.00046,-0.00514,0.00422
"K43","E03",-0.00523,-0.0106,0.00015
"K43","E10",0.0011,-0.00305,0.00526
"K43","E11",-0.00676,-0.02323,0.00971
"K43","E14",0.0015,-0.00423,0.00722
"K43","E66",0.04424,0.02931,0.05917
"K43","E78",-0.02168,-0.04157,-0.0018
"K43","E83",0.01317,0.00522,0.02111
"K43","E86",0.02047,0.01072,0.03021
"K43","E87",0.02817,0.01544,0.04091
"K43","F05",0.00805,0.00087,0.01523
"K43","F10",-0.00719,-0.01254,-0.00185
"K43","F17",0.0051,-0.00646,0.01665
"K43","F32",0.00952,-0.00161,0.02066
"K43","F41",0.00846,-0.00159,0.01851
"K43","G40",-0.00345,-0.00687,-2e-05
"K43","G45",-0.00259,-0.00657,0.00139
"K43","G47",-0.00556,-0.01222,0.00111
"K43","G55",-0.0066,-0.01068,-0.00252
"K43","G56",-0.00897,-0.01275,-0.00518
"K43","G81",0.00444,-0.00033,0.00921
"K43","H02",-0.00365,-0.00815,0.00086
"K43","H25",-0.01464,-0.02271,-0.00658
"K43","H26",-0.02441,-0.03297,-0.01584
"K43","H33",-0.00386,-0.00792,2e-04
"K43","H35",-0.00533,-0.01054,-0.00012
"K43","H36",-0.00234,-0.00549,0.00082
"K43","H40",-0.01099,-0.01658,-0.00541
"K43","H52",-0.0053,-0.00944,-0.00116
"K43","H53",-0.00307,-0.00736,0.00122
"K43","H91",0.00348,-0.00333,0.01029
"K43","I08",0.00128,-0.0054,0.00796
"K43","I10",-0.01564,-0.04372,0.01244
"K43","I20",-0.01648,-0.02599,-0.00697
"K43","I21",-0.00976,-0.01675,-0.00277
"K43","I24",-0.00131,-0.00642,0.00381
"K43","I25",-0.0302,-0.04504,-0.01536
"K43","I26",0.00857,0.00086,0.01627
"K43","I34",0.00087,-0.00537,0.00712
"K43","I35",-0.00164,-0.00765,0.00438
"K43","I44",0.0019,-0.0065,0.0103
"K43","I45",0.00311,-0.00319,0.00941
"K43","I47",-0.00333,-0.00755,0.00088
"K43","I48",-0.00861,-0.02102,0.00381
"K43","I49",0.0026,-0.00359,0.0088
"K43","I50",-0.00136,-0.00982,0.00709
"K43","I51",-0.00216,-0.01055,0.00623
"K43","I63",-0.00098,-0.00682,0.00486
"K43","I67",-0.00249,-0.00782,0.00284
"K43","I70",0.00099,-0.00393,0.00591
"K43","I71",-0.00303,-0.00676,7e-04
"K43","I73",-0.00316,-0.00921,0.00289
"K43","I80",0.00359,-0.00208,0.00926
"K43","I83",-0.00366,-0.0077,0.00039
"K43","I84",-0.02512,-0.03084,-0.01939
"K43","I95",0.01812,0.00725,0.029
"K43","J18",0.01453,0.00252,0.02653
"K43","J22",0.00127,-0.00654,0.00909
"K43","J33",-0.00329,-0.00588,-7e-04
"K43","J34",-0.00535,-0.00827,-0.00243
"K43","J43",0.00298,-0.00142,0.00738
"K43","J44",-0.00104,-0.00989,0.0078
"K43","J45",0.00033,-0.01285,0.01351
"K43","J47",-0.00117,-0.00451,0.00217
"K43","J90",0.02058,0.00997,0.03119
"K43","J96",0.00276,-0.00351,0.00904
"K43","J98",0.0244,0.01376,0.03504
"K43","K02",-0.00614,-0.00793,-0.00435
"K43","K13",-0.00398,-0.00652,-0.00144
"K43","K20",-0.00664,-0.01239,-9e-04
"K43","K21",0.02104,0.00551,0.03656
"K43","K22",-0.00599,-0.01358,0.0016
"K43","K25",-0.00243,-0.0072,0.00234
"K43","K26",-0.00034,-0.00493,0.00426
"K43","K29",-0.01493,-0.02784,-0.00202
"K43","K30",-0.00572,-0.0103,-0.00114
"K43","K31",0.00056,-0.00735,0.00847
"K43","K40",0.02513,0.01008,0.04017
"K43","K42",0.07307,0.05754,0.0886
"K43","K44",-0.00913,-0.02064,0.00239
"K43","K51",-0.00262,-0.00509,-0.00016
"K43","K52",0.00312,-0.00603,0.01227
"K43","K56",0.05745,0.04468,0.07023
"K43","K57",-0.00417,-0.02021,0.01188
"K43","K58",-0.00273,-0.00693,0.00147
"K43","K59",0.02299,0.01073,0.03526
"K43","K60",-0.00236,-0.00515,0.00043
"K43","K62",-0.00123,-0.0131,0.01064
"K43","K63",0.01655,0.00226,0.03084
"K43","K64",-0.00285,-0.01187,0.00616
"K43","K66",0.119,0.10227,0.13572
"K43","K76",0.02727,0.01645,0.0381
"K43","K80",0.0116,0.00248,0.02071
"K43","K92",-0.00022,-0.00975,0.00931
"K43","L02",0.00432,-0.00138,0.01002
"K43","L03",0.00017,-0.00746,0.0078
"K43","L30",0.00228,-0.00256,0.00711
"K43","L40",0.00038,-0.00376,0.00451
"K43","L57",-0.00039,-0.00483,0.00404
"K43","L72",-0.00671,-0.01008,-0.00334
"K43","L82",-0.00608,-0.00858,-0.00358
"K43","L89",0.00918,0.0034,0.01495
"K43","L98",0.0036,-0.00358,0.01077
"K43","M06",-0.00301,-0.00674,0.00073
"K43","M10",-0.00048,-0.00919,0.00823
"K43","M13",0.00305,-0.00646,0.01256
"K43","M15",0.00049,-0.00512,0.00611
"K43","M16",-0.01859,-0.02399,-0.01319
"K43","M17",-0.02514,-0.0341,-0.01618
"K43","M19",-0.00662,-0.01673,0.00349
"K43","M20",-0.0056,-0.00709,-0.0041
"K43","M23",-0.02051,-0.02442,-0.01661
"K43","M25",-0.01146,-0.01853,-0.00439
"K43","M47",-0.00059,-0.00836,0.00718
"K43","M48",-0.00394,-0.00914,0.00125
"K43","M51",-0.00247,-0.00907,0.00412
"K43","M54",-0.00301,-0.0121,0.00609
"K43","M65",-0.00642,-0.01054,-0.00229
"K43","M72",-0.00813,-0.01182,-0.00445
"K43","M75",-0.00799,-0.01436,-0.00161
"K43","M79",-0.00946,-0.01627,-0.00265
"K43","M81",0.00163,-0.00334,0.00659
"K43","N13",0.01205,0.00439,0.01971
"K43","N17",0.03936,0.02538,0.05335
"K43","N18",0.02157,0.00844,0.0347
